1221455723	20240120	202401	2024	2024.0548	CHN	CHINESE	CHN								PHL	PHILIPPINE	PHL								0	190	190	19	4	-10.0	2	1	2	-4.75319926873858	1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20250119051500	https://indianexpress.com/article/news-today/southeast-asian-foreign-ministers-seek-breakthrough-in-myanmar-9786540/
1221455724	20240120	202401	2024	2024.0548	PHL	PHILIPPINE	PHL								CHN	CHINESE	CHN								0	190	190	19	4	-10.0	2	1	2	-4.75319926873858	1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	20250119051500	https://indianexpress.com/article/news-today/southeast-asian-foreign-ministers-seek-breakthrough-in-myanmar-9786540/
1221455725	20241220	202412	2024	2024.9589	KOR	SOUTH KOREA	KOR								GOV	PRESIDENT						GOV			1	173	173	17	4	-5.0	2	1	2	-9.19395465994963	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250119051500	https://www.deccanchronicle.com/world/south-korean-court-orders-formal-arrest-of-impeached-president-yoon-over-martial-law-decree-1855108
1221455726	20241220	202412	2024	2024.9589	MYS	MALAYSIA	MYS								MMR	MYANMAR	MMR								0	050	050	05	1	3.5	4	1	4	-4.99194847020934	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	1	China	CH	CH		35	105	CH	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	20250119051500	https://www.whig.com/ap/international/southeast-asian-foreign-ministers-seek-breakthrough-in-myanmar-conflict-and-south-china-sea-disputes/article_6d0da892-d505-5ded-8142-249bebfe191a.html
1221455727	20241220	202412	2024	2024.9589	MYS	MALAYSIA	MYS								MMR	MYANMAR	MMR								0	050	050	05	1	3.5	4	1	4	-4.75319926873858	1	Malaysia	MY	MY		2.5	112.5	MY	1	China	CH	CH		35	105	CH	1	Malaysia	MY	MY		2.5	112.5	MY	20250119051500	https://indianexpress.com/article/news-today/southeast-asian-foreign-ministers-seek-breakthrough-in-myanmar-9786540/
1221455728	20241220	202412	2024	2024.9589	MYS	MALAYSIA	MYS								MMR	MYANMAR	MMR								0	050	050	05	1	3.5	6	1	6	-4.75319926873858	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20250119051500	https://indianexpress.com/article/news-today/southeast-asian-foreign-ministers-seek-breakthrough-in-myanmar-9786540/
1221455729	20241220	202412	2024	2024.9589	PRT	BRAGA	PRT																		1	110	110	11	3	-2.0	10	1	10	-3.68098159509202	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250119051500	https://www.independent.co.uk/news/uk/home-news/lidl-cheese-bacteria-warning-ireland-listeria-b2682190.html
1221455730	20250112	202501	2025	2025.0329	COLGOV	COLOMBIA	COL					GOV													1	1123	112	11	3	-2.0	2	1	2	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455731	20250112	202501	2025	2025.0329	COLGOV	COLOMBIA	COL					GOV													1	164	164	16	4	-7.0	1	1	1	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455732	20250112	202501	2025	2025.0329	COLGOV	COLOMBIA	COL					GOV													1	180	180	18	4	-9.0	2	1	2	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455733	20250112	202501	2025	2025.0329	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	2	1	2	6.13026819923372	4	Swadlincote, Derbyshire, United Kingdom	UK	UKD3	40119	52.7667	-1.55	-2609187	0								4	Swadlincote, Derbyshire, United Kingdom	UK	UKD3	40119	52.7667	-1.55	-2609187	20250119051500	https://www.derbytelegraph.co.uk/news/local-news/beaten-track-gem-restaurant-five-9861486
1221455734	20250112	202501	2025	2025.0329	GOV	PRESIDENT						GOV													1	1123	112	11	3	-2.0	6	1	6	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455735	20250112	202501	2025	2025.0329	GOV	PRESIDENT						GOV													1	164	164	16	4	-7.0	4	1	4	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455736	20250112	202501	2025	2025.0329	GOV	PRESIDENT						GOV													1	180	180	18	4	-9.0	6	1	6	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455737	20250112	202501	2025	2025.0329	GOV	PRESIDENT						GOV			COL	COLOMBIA	COL								1	1123	112	11	3	-2.0	2	1	2	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455738	20250112	202501	2025	2025.0329	GOV	PRESIDENT						GOV			COL	COLOMBIA	COL								1	180	180	18	4	-9.0	2	1	2	-10.9540636042403	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20250119051500	https://www.straitstimes.com/world/deaths-in-colombia-rebel-violence-double-to-60-ombudsman-says
1221455739	20250118	202501	2025	2025.0493	CVL	RESIDENTS						CVL													1	073	073	07	2	7.4	16	1	8	-1.1764705882353	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250119051500	https://www.wxii12.com/article/north-carolinians-american-red-cross-california-wildfire-victims/63469531
1221455740	20250118	202501	2025	2025.0493	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								1	073	073	07	2	7.4	4	1	2	-1.1764705882353	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250119051500	https://www.wxii12.com/article/north-carolinians-american-red-cross-california-wildfire-victims/63469531
1221455741	20250118	202501	2025	2025.0493	PHL	PHILIPPINE	PHL																		0	046	046	04	1	7.0	2	1	2	-2.87648054145516	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455742	20250118	202501	2025	2025.0493	PHL	PHILIPPINE	PHL																		0	046	046	04	1	7.0	2	1	2	-2.87648054145516	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455743	20250118	202501	2025	2025.0493	PHLGOV	PHILIPPINE	PHL					GOV													0	046	046	04	1	7.0	6	1	6	-2.87648054145516	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455744	20250118	202501	2025	2025.0493	PHLGOV	PHILIPPINE	PHL					GOV			USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	6	1	6	-2.87648054145516	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455745	20250118	202501	2025	2025.0493	PHLGOV	PHILIPPINE	PHL					GOV			USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	2	1	2	-2.87648054145516	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455746	20250118	202501	2025	2025.0493	PHLGOV	PHILIPPINE	PHL					GOV			USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	2	1	2	-2.87648054145516	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250119051500	https://www.malaymail.com/news/malaysia/2025/01/19/malaysia-assumes-asean-chairmanship-tempers-expectations-on-myanmar-peace-and-south-china-sea-disputes/163773
1221455747	20250119	202501	2025	2025.0521											AFR	AFRICA	AFR								0	043	043	04	1	2.8	5	1	5	0.46511627906977	0								4	Chiang Mai, Chiang Mai, Thailand	TH	TH02	26507	18.7904	98.9847	-3247115	4	Chiang Mai, Chiang Mai, Thailand	TH	TH02	26507	18.7904	98.9847	-3247115	20250119051500	https://thai.news/news/thailand/debate-over-elephant-contraceptive-vaccines-balancing-conservation-and-human-safety-in-thailand
1221455748	20250119	202501	2025	2025.0521											AGR	FARMER						AGR			1	033	033	03	1	5.2	5	1	5	0.12771392081737	0								4	Mahatma, Rajasthan, India	IN	IN24	17843	28.6293	75.071	10446865	4	Mahatma, Rajasthan, India	IN	IN24	17843	28.6293	75.071	10446865	20250119051500	https://www.wionews.com/india-news/india-centre-to-meet-with-farmers-on-feb-14-dallewal-agrees-to-take-medical-aid-8633999
1221455749	20250119	202501	2025	2025.0521											AGR	FARMER						AGR			1	111	111	11	3	-2.0	10	1	10	-0.72332730560579	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250119051500	https://www.yahoo.com/news/winter-weather-impacts-northwest-arkansas-022859869.html
1221455750	20250119	202501	2025	2025.0521											BUS	BUSINESS						BUS			1	057	057	05	1	8.0	10	1	10	7.48898678414097	0								4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250119051500	https://www.dawn.com/news/1886219/sindh-signs-agreement-to-set-up-dhabeji-sez
1221455751	20250119	202501	2025	2025.0521											BUS	AIRLINE						BUS			1	190	190	19	4	-10.0	10	1	10	-0.73298429319371	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250119051500	https://eturbonews.com/substitute-pilots-drastic-solution-pressing-problem/
1221455752	20250119	202501	2025	2025.0521											CHE	ZURICH	CHE								0	036	036	03	1	4.0	2	1	2	2.94117647058824	0								4	Amaravati, Tamil Nadu, India	IN	IN25	17882	10.0167	78.7833	-2088586	4	Amaravati, Tamil Nadu, India	IN	IN25	17882	10.0167	78.7833	-2088586	20250119051500	https://www.deccanchronicle.com/southern-states/andhra-pradesh/andhra-cm-naidu-to-promote-brand-ap-at-world-economic-forum-in-davos-1855120
1221455753	20250119	202501	2025	2025.0521											CHE	SWITZERLAND	CHE								1	036	036	03	1	4.0	1	1	1	2.94117647058824	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Amaravati, Tamil Nadu, India	IN	IN25	17882	10.0167	78.7833	-2088586	20250119051500	https://www.deccanchronicle.com/southern-states/andhra-pradesh/andhra-cm-naidu-to-promote-brand-ap-at-world-economic-forum-in-davos-1855120
1221455754	20250119	202501	2025	2025.0521											COP	POLICE						COP			0	145	145	14	3	-7.5	5	1	5	-9.19395465994963	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250119051500	https://www.deccanchronicle.com/world/south-korean-court-orders-formal-arrest-of-impeached-president-yoon-over-martial-law-decree-1855108
1221455755	20250119	202501	2025	2025.0521											COP	POLICE						COP			0	193	193	19	4	-10.0	5	1	5	-2.50223413762288	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250119051500	https://english.elpais.com/usa/2025-01-19/the-triumphant-return-of-donald-trump.html
1221455756	20250119	202501	2025	2025.0521											CVL	NEIGHBORHOOD						CVL			0	042	042	04	1	1.9	10	1	10	0.0599880023995301	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250119051500	https://english.elpais.com/usa/2025-01-19/the-parts-of-altadena-that-did-not-burn-were-saved-by-residents-with-their-own-hands-ive-worked-all-my-life-for-this-and-to-lose-it-all-in-one-night-im-going-to-fight.html
1221455757	20250119	202501	2025	2025.0521											CZE	PRAGUE	CZE								1	042	042	04	1	1.9	3	1	3	5.06329113924051	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20250119051500	https://article.wn.com/view/2025/01/19/pm_receives_chairman_of_czech_x2013_vi_x1ec7t_nam_friendship/
1221455758	20250119	202501	2025	2025.0521											DEU	GERMAN	DEU								0	042	042	04	1	1.9	16	2	16	-0.690793953425035	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20250119051500	https://www.yahoo.com/news/indias-pioneering-female-anthropologist-challenged-042807984.html
1221455759	20250119	202501	2025	2025.0521											EDU	STUDENT						EDU			0	020	020	02	1	3.0	10	1	10	0.72802912116485	0								4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	20250119051500	https://punchng.com/i-almost-quit-after-my-100-level-results-futa-first-class-graduate/
1221455760	20250119	202501	2025	2025.0521											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	5	1	5	-1.88925081433225	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250119051500	https://www.derbytelegraph.co.uk/news/local-news/family-crisis-five-year-old-9872731
1221455761	20250119	202501	2025	2025.0521											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	7	1	7	0.51508462104488	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250119051500	https://www.joplinglobe.com/news/hoodies-auctions-the-meeting-of-steve-tong-and-machinery-pete/article_8218231c-d604-11ef-9fc9-0f40fd841038.html
1221455762	20250119	202501	2025	2025.0521											FIN	FINLAND	FIN								1	040	040	04	1	1.0	3	1	3	0.635593220338979	0								1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20250119051500	https://www.express.co.uk/life-style/health/2000629/exercise-depression-study
1221455763	20250119	202501	2025	2025.0521											FIN	FINLAND	FIN								1	190	190	19	4	-10.0	3	1	3	0.635593220338979	0								1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20250119051500	https://www.express.co.uk/life-style/health/2000629/exercise-depression-study
